score	n	ineditismo	poder	familias	datasets_sugeridos
0.469	4	0.50	4691	agropecuaria+compras_publicas+natalidade+politica	br_ibge_ppm, br_cgu_emendas_parlamentares, br_ms_sinasc, br_tse_eleicoes
0.469	4	0.50	4691	agropecuaria+compras_publicas+natalidade+saude_producao	br_ibge_ppm, br_cgu_emendas_parlamentares, br_ms_sinasc, br_ms_cnes
0.469	4	0.50	4691	agropecuaria+conectividade+fiscal_municipal+natalidade	br_ibge_ppm, br_anatel_banda_larga_fixa, br_rf_arrecadacao, br_ms_sinasc
0.469	4	0.50	4691	agropecuaria+conectividade+mortalidade+natalidade	br_ibge_ppm, br_anatel_banda_larga_fixa, br_ms_sim, br_ms_sinasc
0.469	4	0.50	4691	agropecuaria+conectividade+natalidade+saneamento_agua	br_ibge_ppm, br_anatel_banda_larga_fixa, br_ms_sinasc, br_ana_outorgas
0.469	4	0.50	4691	agropecuaria+conectividade+natalidade+trabalho_empresa	br_ibge_ppm, br_anatel_banda_larga_fixa, br_ms_sinasc, br_me_cnpj
0.469	4	0.50	4691	agropecuaria+conectividade+natalidade+transferencia_renda	br_ibge_ppm, br_anatel_banda_larga_fixa, br_ms_sinasc, br_mc_indicadores
0.469	4	0.50	4691	agropecuaria+credito_financeiro+demografia_censo+natalidade	br_ibge_ppm, br_bcb_sicor, br_ibge_censo2022_raca, br_ms_sinasc
0.469	4	0.50	4691	agropecuaria+credito_financeiro+desmatamento_clima+natalidade	br_ibge_ppm, br_bcb_sicor, br_inpe_sisam, br_ms_sinasc
0.469	4	0.50	4691	agropecuaria+credito_financeiro+educacao+natalidade	br_ibge_ppm, br_bcb_sicor, br_inep_saeb, br_ms_sinasc
0.469	4	0.50	4691	agropecuaria+credito_financeiro+fiscalizacao_ambiental+natalidade	br_ibge_ppm, br_bcb_sicor, br_ibama_autos, br_ms_sinasc
0.469	4	0.50	4691	agropecuaria+credito_financeiro+fundiario+natalidade	br_ibge_ppm, br_bcb_sicor, br_sfb_sicar, br_ms_sinasc
0.469	4	0.50	4691	agropecuaria+credito_financeiro+mortalidade+natalidade	br_ibge_ppm, br_bcb_sicor, br_ms_sim, br_ms_sinasc
0.469	4	0.50	4691	agropecuaria+credito_financeiro+natalidade+saneamento_agua	br_ibge_ppm, br_bcb_sicor, br_ms_sinasc, br_ana_outorgas
0.469	4	0.50	4691	agropecuaria+credito_financeiro+natalidade+saude_producao	br_ibge_ppm, br_bcb_sicor, br_ms_sinasc, br_ms_cnes
0.469	4	0.50	4691	agropecuaria+credito_financeiro+natalidade+vigilancia_sinan	br_ibge_ppm, br_bcb_sicor, br_ms_sinasc, br_ms_sinan_violencia
0.469	4	0.50	4691	agropecuaria+demografia_censo+desmatamento_clima+natalidade	br_ibge_ppm, br_ibge_censo2022_raca, br_inpe_sisam, br_ms_sinasc
0.469	4	0.50	4691	agropecuaria+demografia_censo+educacao+natalidade	br_ibge_ppm, br_ibge_censo2022_raca, br_inep_saeb, br_ms_sinasc
0.469	4	0.50	4691	agropecuaria+demografia_censo+fiscalizacao_ambiental+natalidade	br_ibge_ppm, br_ibge_censo2022_raca, br_ibama_autos, br_ms_sinasc
0.469	4	0.50	4691	agropecuaria+demografia_censo+fundiario+natalidade	br_ibge_ppm, br_ibge_censo2022_raca, br_sfb_sicar, br_ms_sinasc
0.469	4	0.50	4691	agropecuaria+demografia_censo+natalidade+politica	br_ibge_ppm, br_ibge_censo2022_raca, br_ms_sinasc, br_tse_eleicoes
0.469	4	0.50	4691	agropecuaria+demografia_censo+natalidade+saude_producao	br_ibge_ppm, br_ibge_censo2022_raca, br_ms_sinasc, br_ms_cnes
0.469	4	0.50	4691	agropecuaria+demografia_censo+natalidade+vigilancia_sinan	br_ibge_ppm, br_ibge_censo2022_raca, br_ms_sinasc, br_ms_sinan_violencia
0.469	4	0.50	4691	agropecuaria+desmatamento_clima+fiscal_municipal+natalidade	br_ibge_ppm, br_inpe_sisam, br_rf_arrecadacao, br_ms_sinasc
0.469	4	0.50	4691	agropecuaria+desmatamento_clima+fiscalizacao_ambiental+natalidade	br_ibge_ppm, br_inpe_sisam, br_ibama_autos, br_ms_sinasc
0.469	4	0.50	4691	agropecuaria+desmatamento_clima+fundiario+natalidade	br_ibge_ppm, br_inpe_sisam, br_sfb_sicar, br_ms_sinasc
0.469	4	0.50	4691	agropecuaria+desmatamento_clima+natalidade+saude_producao	br_ibge_ppm, br_inpe_sisam, br_ms_sinasc, br_ms_cnes
0.469	4	0.50	4691	agropecuaria+desmatamento_clima+natalidade+transferencia_renda	br_ibge_ppm, br_inpe_sisam, br_ms_sinasc, br_mc_indicadores
0.469	4	0.50	4691	agropecuaria+desmatamento_clima+natalidade+vigilancia_sinan	br_ibge_ppm, br_inpe_sisam, br_ms_sinasc, br_ms_sinan_violencia
0.469	4	0.50	4691	agropecuaria+educacao+natalidade+politica	br_ibge_ppm, br_inep_saeb, br_ms_sinasc, br_tse_eleicoes
0.469	4	0.50	4691	agropecuaria+educacao+natalidade+saneamento_agua	br_ibge_ppm, br_inep_saeb, br_ms_sinasc, br_ana_outorgas
0.469	4	0.50	4691	agropecuaria+educacao+natalidade+saude_producao	br_ibge_ppm, br_inep_saeb, br_ms_sinasc, br_ms_cnes
0.469	4	0.50	4691	agropecuaria+educacao+natalidade+vigilancia_sinan	br_ibge_ppm, br_inep_saeb, br_ms_sinasc, br_ms_sinan_violencia
0.469	4	0.50	4691	agropecuaria+fiscal_municipal+fiscalizacao_ambiental+natalidade	br_ibge_ppm, br_rf_arrecadacao, br_ibama_autos, br_ms_sinasc
0.469	4	0.50	4691	agropecuaria+fiscal_municipal+fundiario+natalidade	br_ibge_ppm, br_rf_arrecadacao, br_sfb_sicar, br_ms_sinasc
0.469	4	0.50	4691	agropecuaria+fiscal_municipal+natalidade+vigilancia_sinan	br_ibge_ppm, br_rf_arrecadacao, br_ms_sinasc, br_ms_sinan_violencia
0.469	4	0.50	4691	agropecuaria+fiscalizacao_ambiental+fundiario+natalidade	br_ibge_ppm, br_ibama_autos, br_sfb_sicar, br_ms_sinasc
0.469	4	0.50	4691	agropecuaria+fiscalizacao_ambiental+mortalidade+natalidade	br_ibge_ppm, br_ibama_autos, br_ms_sim, br_ms_sinasc
0.469	4	0.50	4691	agropecuaria+fiscalizacao_ambiental+natalidade+politica	br_ibge_ppm, br_ibama_autos, br_ms_sinasc, br_tse_eleicoes
0.469	4	0.50	4691	agropecuaria+fiscalizacao_ambiental+natalidade+saneamento_agua	br_ibge_ppm, br_ibama_autos, br_ms_sinasc, br_ana_outorgas
0.469	4	0.50	4691	agropecuaria+fiscalizacao_ambiental+natalidade+saude_producao	br_ibge_ppm, br_ibama_autos, br_ms_sinasc, br_ms_cnes
0.469	4	0.50	4691	agropecuaria+fundiario+mortalidade+natalidade	br_ibge_ppm, br_sfb_sicar, br_ms_sim, br_ms_sinasc
0.469	4	0.50	4691	agropecuaria+fundiario+natalidade+saneamento_agua	br_ibge_ppm, br_sfb_sicar, br_ms_sinasc, br_ana_outorgas
0.469	4	0.50	4691	agropecuaria+fundiario+natalidade+saude_producao	br_ibge_ppm, br_sfb_sicar, br_ms_sinasc, br_ms_cnes
0.469	4	0.50	4691	agropecuaria+fundiario+natalidade+transferencia_renda	br_ibge_ppm, br_sfb_sicar, br_ms_sinasc, br_mc_indicadores
0.469	4	0.50	4691	agropecuaria+mobilidade+mortalidade+natalidade	br_ibge_ppm, br_mobilidados_indicadores, br_ms_sim, br_ms_sinasc
0.469	4	0.50	4691	agropecuaria+mobilidade+natalidade+trabalho_empresa	br_ibge_ppm, br_mobilidados_indicadores, br_ms_sinasc, br_me_cnpj
0.469	4	0.50	4691	agropecuaria+natalidade+politica+saneamento_agua	br_ibge_ppm, br_ms_sinasc, br_tse_eleicoes, br_ana_outorgas
0.469	4	0.50	4691	agropecuaria+natalidade+politica+saude_producao	br_ibge_ppm, br_ms_sinasc, br_tse_eleicoes, br_ms_cnes
0.469	4	0.50	4691	agropecuaria+natalidade+saude_producao+vigilancia_sinan	br_ibge_ppm, br_ms_sinasc, br_ms_cnes, br_ms_sinan_violencia
0.469	4	0.50	4691	compras_publicas+conectividade+fundiario+natalidade	br_cgu_emendas_parlamentares, br_anatel_banda_larga_fixa, br_sfb_sicar, br_ms_sinasc
0.469	4	0.50	4691	compras_publicas+educacao+mobilidade+natalidade	br_cgu_emendas_parlamentares, br_inep_saeb, br_mobilidados_indicadores, br_ms_sinasc
0.469	4	0.50	4691	compras_publicas+fiscal_municipal+mobilidade+natalidade	br_cgu_emendas_parlamentares, br_rf_arrecadacao, br_mobilidados_indicadores, br_ms_sinasc
0.469	4	0.50	4691	compras_publicas+fiscalizacao_ambiental+natalidade+vigilancia_sinan	br_cgu_emendas_parlamentares, br_ibama_autos, br_ms_sinasc, br_ms_sinan_violencia
0.469	4	0.50	4691	compras_publicas+fundiario+natalidade+vigilancia_sinan	br_cgu_emendas_parlamentares, br_sfb_sicar, br_ms_sinasc, br_ms_sinan_violencia
0.469	4	0.50	4691	compras_publicas+mobilidade+natalidade+politica	br_cgu_emendas_parlamentares, br_mobilidados_indicadores, br_ms_sinasc, br_tse_eleicoes
0.469	4	0.50	4691	compras_publicas+mobilidade+natalidade+saneamento_agua	br_cgu_emendas_parlamentares, br_mobilidados_indicadores, br_ms_sinasc, br_ana_outorgas
0.469	4	0.50	4691	compras_publicas+mobilidade+natalidade+saude_producao	br_cgu_emendas_parlamentares, br_mobilidados_indicadores, br_ms_sinasc, br_ms_cnes
0.469	4	0.50	4691	compras_publicas+mobilidade+natalidade+transferencia_renda	br_cgu_emendas_parlamentares, br_mobilidados_indicadores, br_ms_sinasc, br_mc_indicadores
0.469	4	0.50	4691	conectividade+credito_financeiro+desmatamento_clima+natalidade	br_anatel_banda_larga_fixa, br_bcb_sicor, br_inpe_sisam, br_ms_sinasc
0.469	4	0.50	4691	conectividade+credito_financeiro+fiscalizacao_ambiental+natalidade	br_anatel_banda_larga_fixa, br_bcb_sicor, br_ibama_autos, br_ms_sinasc
0.469	4	0.50	4691	conectividade+credito_financeiro+mortalidade+natalidade	br_anatel_banda_larga_fixa, br_bcb_sicor, br_ms_sim, br_ms_sinasc
0.469	4	0.50	4691	conectividade+credito_financeiro+natalidade+politica	br_anatel_banda_larga_fixa, br_bcb_sicor, br_ms_sinasc, br_tse_eleicoes
0.469	4	0.50	4691	conectividade+credito_financeiro+natalidade+saneamento_agua	br_anatel_banda_larga_fixa, br_bcb_sicor, br_ms_sinasc, br_ana_outorgas
0.469	4	0.50	4691	conectividade+demografia_censo+fundiario+natalidade	br_anatel_banda_larga_fixa, br_ibge_censo2022_raca, br_sfb_sicar, br_ms_sinasc
0.469	4	0.50	4691	conectividade+demografia_censo+mobilidade+natalidade	br_anatel_banda_larga_fixa, br_ibge_censo2022_raca, br_mobilidados_indicadores, br_ms_sinasc
0.469	4	0.50	4691	conectividade+desmatamento_clima+educacao+natalidade	br_anatel_banda_larga_fixa, br_inpe_sisam, br_inep_saeb, br_ms_sinasc
0.469	4	0.50	4691	conectividade+desmatamento_clima+fiscal_municipal+natalidade	br_anatel_banda_larga_fixa, br_inpe_sisam, br_rf_arrecadacao, br_ms_sinasc
0.469	4	0.50	4691	conectividade+desmatamento_clima+fiscalizacao_ambiental+natalidade	br_anatel_banda_larga_fixa, br_inpe_sisam, br_ibama_autos, br_ms_sinasc
0.469	4	0.50	4691	conectividade+desmatamento_clima+natalidade+politica	br_anatel_banda_larga_fixa, br_inpe_sisam, br_ms_sinasc, br_tse_eleicoes
0.469	4	0.50	4691	conectividade+desmatamento_clima+natalidade+transferencia_renda	br_anatel_banda_larga_fixa, br_inpe_sisam, br_ms_sinasc, br_mc_indicadores
0.469	4	0.50	4691	conectividade+educacao+fiscalizacao_ambiental+natalidade	br_anatel_banda_larga_fixa, br_inep_saeb, br_ibama_autos, br_ms_sinasc
0.469	4	0.50	4691	conectividade+fiscal_municipal+fiscalizacao_ambiental+natalidade	br_anatel_banda_larga_fixa, br_rf_arrecadacao, br_ibama_autos, br_ms_sinasc
0.469	4	0.50	4691	conectividade+fiscalizacao_ambiental+mortalidade+natalidade	br_anatel_banda_larga_fixa, br_ibama_autos, br_ms_sim, br_ms_sinasc
0.469	4	0.50	4691	conectividade+fiscalizacao_ambiental+natalidade+saneamento_agua	br_anatel_banda_larga_fixa, br_ibama_autos, br_ms_sinasc, br_ana_outorgas
0.469	4	0.50	4691	conectividade+fiscalizacao_ambiental+natalidade+vigilancia_sinan	br_anatel_banda_larga_fixa, br_ibama_autos, br_ms_sinasc, br_ms_sinan_violencia
0.469	4	0.50	4691	conectividade+fundiario+natalidade+saude_producao	br_anatel_banda_larga_fixa, br_sfb_sicar, br_ms_sinasc, br_ms_cnes
0.469	4	0.50	4691	conectividade+fundiario+natalidade+trabalho_empresa	br_anatel_banda_larga_fixa, br_sfb_sicar, br_ms_sinasc, br_me_cnpj
0.469	4	0.50	4691	conectividade+mobilidade+mortalidade+natalidade	br_anatel_banda_larga_fixa, br_mobilidados_indicadores, br_ms_sim, br_ms_sinasc
0.469	4	0.50	4691	conectividade+mobilidade+natalidade+trabalho_empresa	br_anatel_banda_larga_fixa, br_mobilidados_indicadores, br_ms_sinasc, br_me_cnpj
0.469	4	0.50	4691	credito_financeiro+demografia_censo+mobilidade+natalidade	br_bcb_sicor, br_ibge_censo2022_raca, br_mobilidados_indicadores, br_ms_sinasc
0.469	4	0.50	4691	credito_financeiro+desmatamento_clima+educacao+natalidade	br_bcb_sicor, br_inpe_sisam, br_inep_saeb, br_ms_sinasc
0.469	4	0.50	4691	credito_financeiro+desmatamento_clima+fiscal_municipal+natalidade	br_bcb_sicor, br_inpe_sisam, br_rf_arrecadacao, br_ms_sinasc
0.469	4	0.50	4691	credito_financeiro+desmatamento_clima+fiscalizacao_ambiental+natalidade	br_bcb_sicor, br_inpe_sisam, br_ibama_autos, br_ms_sinasc
0.469	4	0.50	4691	credito_financeiro+desmatamento_clima+fundiario+natalidade	br_bcb_sicor, br_inpe_sisam, br_sfb_sicar, br_ms_sinasc
0.469	4	0.50	4691	credito_financeiro+desmatamento_clima+mortalidade+natalidade	br_bcb_sicor, br_inpe_sisam, br_ms_sim, br_ms_sinasc
0.469	4	0.50	4691	credito_financeiro+desmatamento_clima+natalidade+saneamento_agua	br_bcb_sicor, br_inpe_sisam, br_ms_sinasc, br_ana_outorgas
0.469	4	0.50	4691	credito_financeiro+desmatamento_clima+natalidade+transferencia_renda	br_bcb_sicor, br_inpe_sisam, br_ms_sinasc, br_mc_indicadores
0.469	4	0.50	4691	credito_financeiro+educacao+fiscalizacao_ambiental+natalidade	br_bcb_sicor, br_inep_saeb, br_ibama_autos, br_ms_sinasc
0.469	4	0.50	4691	credito_financeiro+educacao+fundiario+natalidade	br_bcb_sicor, br_inep_saeb, br_sfb_sicar, br_ms_sinasc
0.469	4	0.50	4691	credito_financeiro+educacao+natalidade+saneamento_agua	br_bcb_sicor, br_inep_saeb, br_ms_sinasc, br_ana_outorgas
0.469	4	0.50	4691	credito_financeiro+fiscal_municipal+fiscalizacao_ambiental+natalidade	br_bcb_sicor, br_rf_arrecadacao, br_ibama_autos, br_ms_sinasc
0.469	4	0.50	4691	credito_financeiro+fiscal_municipal+fundiario+natalidade	br_bcb_sicor, br_rf_arrecadacao, br_sfb_sicar, br_ms_sinasc
0.469	4	0.50	4691	credito_financeiro+fiscalizacao_ambiental+fundiario+natalidade	br_bcb_sicor, br_ibama_autos, br_sfb_sicar, br_ms_sinasc
0.469	4	0.50	4691	credito_financeiro+fiscalizacao_ambiental+natalidade+politica	br_bcb_sicor, br_ibama_autos, br_ms_sinasc, br_tse_eleicoes
0.469	4	0.50	4691	credito_financeiro+fiscalizacao_ambiental+natalidade+vigilancia_sinan	br_bcb_sicor, br_ibama_autos, br_ms_sinasc, br_ms_sinan_violencia
0.469	4	0.50	4691	credito_financeiro+fundiario+natalidade+transferencia_renda	br_bcb_sicor, br_sfb_sicar, br_ms_sinasc, br_mc_indicadores
0.469	4	0.50	4691	credito_financeiro+fundiario+natalidade+vigilancia_sinan	br_bcb_sicor, br_sfb_sicar, br_ms_sinasc, br_ms_sinan_violencia
0.469	4	0.50	4691	credito_financeiro+mobilidade+natalidade+trabalho_empresa	br_bcb_sicor, br_mobilidados_indicadores, br_ms_sinasc, br_me_cnpj
0.469	4	0.50	4691	credito_financeiro+mortalidade+natalidade+politica	br_bcb_sicor, br_ms_sim, br_ms_sinasc, br_tse_eleicoes
0.469	4	0.50	4691	credito_financeiro+mortalidade+natalidade+saneamento_agua	br_bcb_sicor, br_ms_sim, br_ms_sinasc, br_ana_outorgas
0.469	4	0.50	4691	credito_financeiro+natalidade+politica+vigilancia_sinan	br_bcb_sicor, br_ms_sinasc, br_tse_eleicoes, br_ms_sinan_violencia
0.469	4	0.50	4691	credito_financeiro+natalidade+saneamento_agua+transferencia_renda	br_bcb_sicor, br_ms_sinasc, br_ana_outorgas, br_mc_indicadores
0.469	4	0.50	4691	demografia_censo+desmatamento_clima+mobilidade+natalidade	br_ibge_censo2022_raca, br_inpe_sisam, br_mobilidados_indicadores, br_ms_sinasc
0.469	4	0.50	4691	demografia_censo+fiscalizacao_ambiental+mobilidade+natalidade	br_ibge_censo2022_raca, br_ibama_autos, br_mobilidados_indicadores, br_ms_sinasc
0.469	4	0.50	4691	demografia_censo+fundiario+mobilidade+natalidade	br_ibge_censo2022_raca, br_sfb_sicar, br_mobilidados_indicadores, br_ms_sinasc
0.469	4	0.50	4691	desmatamento_clima+educacao+fiscal_municipal+natalidade	br_inpe_sisam, br_inep_saeb, br_rf_arrecadacao, br_ms_sinasc
0.469	4	0.50	4691	desmatamento_clima+educacao+natalidade+politica	br_inpe_sisam, br_inep_saeb, br_ms_sinasc, br_tse_eleicoes
0.469	4	0.50	4691	desmatamento_clima+educacao+natalidade+saneamento_agua	br_inpe_sisam, br_inep_saeb, br_ms_sinasc, br_ana_outorgas
0.469	4	0.50	4691	desmatamento_clima+educacao+natalidade+transferencia_renda	br_inpe_sisam, br_inep_saeb, br_ms_sinasc, br_mc_indicadores
0.469	4	0.50	4691	desmatamento_clima+fiscal_municipal+natalidade+politica	br_inpe_sisam, br_rf_arrecadacao, br_ms_sinasc, br_tse_eleicoes
0.469	4	0.50	4691	desmatamento_clima+fiscal_municipal+natalidade+transferencia_renda	br_inpe_sisam, br_rf_arrecadacao, br_ms_sinasc, br_mc_indicadores
0.469	4	0.50	4691	desmatamento_clima+fiscal_municipal+natalidade+vigilancia_sinan	br_inpe_sisam, br_rf_arrecadacao, br_ms_sinasc, br_ms_sinan_violencia
0.469	4	0.50	4691	desmatamento_clima+fiscalizacao_ambiental+fundiario+natalidade	br_inpe_sisam, br_ibama_autos, br_sfb_sicar, br_ms_sinasc
0.469	4	0.50	4691	desmatamento_clima+fiscalizacao_ambiental+mortalidade+natalidade	br_inpe_sisam, br_ibama_autos, br_ms_sim, br_ms_sinasc
0.469	4	0.50	4691	desmatamento_clima+fiscalizacao_ambiental+natalidade+politica	br_inpe_sisam, br_ibama_autos, br_ms_sinasc, br_tse_eleicoes
0.469	4	0.50	4691	desmatamento_clima+fiscalizacao_ambiental+natalidade+saneamento_agua	br_inpe_sisam, br_ibama_autos, br_ms_sinasc, br_ana_outorgas
0.469	4	0.50	4691	desmatamento_clima+fiscalizacao_ambiental+natalidade+transferencia_renda	br_inpe_sisam, br_ibama_autos, br_ms_sinasc, br_mc_indicadores
0.469	4	0.50	4691	desmatamento_clima+fiscalizacao_ambiental+natalidade+vigilancia_sinan	br_inpe_sisam, br_ibama_autos, br_ms_sinasc, br_ms_sinan_violencia
0.469	4	0.50	4691	desmatamento_clima+fundiario+mortalidade+natalidade	br_inpe_sisam, br_sfb_sicar, br_ms_sim, br_ms_sinasc
0.469	4	0.50	4691	desmatamento_clima+fundiario+natalidade+saneamento_agua	br_inpe_sisam, br_sfb_sicar, br_ms_sinasc, br_ana_outorgas
0.469	4	0.50	4691	desmatamento_clima+fundiario+natalidade+vigilancia_sinan	br_inpe_sisam, br_sfb_sicar, br_ms_sinasc, br_ms_sinan_violencia
0.469	4	0.50	4691	desmatamento_clima+mobilidade+mortalidade+natalidade	br_inpe_sisam, br_mobilidados_indicadores, br_ms_sim, br_ms_sinasc
0.469	4	0.50	4691	desmatamento_clima+mobilidade+natalidade+trabalho_empresa	br_inpe_sisam, br_mobilidados_indicadores, br_ms_sinasc, br_me_cnpj
0.469	4	0.50	4691	desmatamento_clima+natalidade+politica+saneamento_agua	br_inpe_sisam, br_ms_sinasc, br_tse_eleicoes, br_ana_outorgas
0.469	4	0.50	4691	desmatamento_clima+natalidade+politica+transferencia_renda	br_inpe_sisam, br_ms_sinasc, br_tse_eleicoes, br_mc_indicadores
0.469	4	0.50	4691	desmatamento_clima+natalidade+politica+vigilancia_sinan	br_inpe_sisam, br_ms_sinasc, br_tse_eleicoes, br_ms_sinan_violencia
0.469	4	0.50	4691	desmatamento_clima+natalidade+saneamento_agua+transferencia_renda	br_inpe_sisam, br_ms_sinasc, br_ana_outorgas, br_mc_indicadores
0.469	4	0.50	4691	educacao+fiscal_municipal+fiscalizacao_ambiental+natalidade	br_inep_saeb, br_rf_arrecadacao, br_ibama_autos, br_ms_sinasc
0.469	4	0.50	4691	educacao+fiscal_municipal+fundiario+natalidade	br_inep_saeb, br_rf_arrecadacao, br_sfb_sicar, br_ms_sinasc
0.469	4	0.50	4691	educacao+fiscal_municipal+mobilidade+natalidade	br_inep_saeb, br_rf_arrecadacao, br_mobilidados_indicadores, br_ms_sinasc
0.469	4	0.50	4691	educacao+fiscalizacao_ambiental+mortalidade+natalidade	br_inep_saeb, br_ibama_autos, br_ms_sim, br_ms_sinasc
0.469	4	0.50	4691	educacao+fiscalizacao_ambiental+natalidade+vigilancia_sinan	br_inep_saeb, br_ibama_autos, br_ms_sinasc, br_ms_sinan_violencia
0.469	4	0.50	4691	educacao+fundiario+mortalidade+natalidade	br_inep_saeb, br_sfb_sicar, br_ms_sim, br_ms_sinasc
0.469	4	0.50	4691	educacao+fundiario+natalidade+politica	br_inep_saeb, br_sfb_sicar, br_ms_sinasc, br_tse_eleicoes
0.469	4	0.50	4691	educacao+fundiario+natalidade+transferencia_renda	br_inep_saeb, br_sfb_sicar, br_ms_sinasc, br_mc_indicadores
0.469	4	0.50	4691	educacao+fundiario+natalidade+vigilancia_sinan	br_inep_saeb, br_sfb_sicar, br_ms_sinasc, br_ms_sinan_violencia
0.469	4	0.50	4691	educacao+mobilidade+natalidade+politica	br_inep_saeb, br_mobilidados_indicadores, br_ms_sinasc, br_tse_eleicoes
0.469	4	0.50	4691	educacao+mobilidade+natalidade+saude_producao	br_inep_saeb, br_mobilidados_indicadores, br_ms_sinasc, br_ms_cnes
0.469	4	0.50	4691	educacao+mobilidade+natalidade+transferencia_renda	br_inep_saeb, br_mobilidados_indicadores, br_ms_sinasc, br_mc_indicadores
0.469	4	0.50	4691	educacao+mobilidade+natalidade+vigilancia_sinan	br_inep_saeb, br_mobilidados_indicadores, br_ms_sinasc, br_ms_sinan_violencia
0.469	4	0.50	4691	fiscal_municipal+fiscalizacao_ambiental+mortalidade+natalidade	br_rf_arrecadacao, br_ibama_autos, br_ms_sim, br_ms_sinasc
0.469	4	0.50	4691	fiscal_municipal+fiscalizacao_ambiental+natalidade+saneamento_agua	br_rf_arrecadacao, br_ibama_autos, br_ms_sinasc, br_ana_outorgas
0.469	4	0.50	4691	fiscal_municipal+fundiario+mortalidade+natalidade	br_rf_arrecadacao, br_sfb_sicar, br_ms_sim, br_ms_sinasc
0.469	4	0.50	4691	fiscal_municipal+fundiario+natalidade+politica	br_rf_arrecadacao, br_sfb_sicar, br_ms_sinasc, br_tse_eleicoes
