n	familias	poder_min_municipios	coberta_por
3	desmatamento_clima+mobilidade+transferencia_renda	5544	
3	educacao+fiscal_municipal+mobilidade	5544	
3	educacao+fundiario+mobilidade	5544	
3	educacao+mobilidade+mortalidade	5544	
3	educacao+mobilidade+politica	5544	
3	educacao+mobilidade+saneamento_agua	5544	
3	educacao+mobilidade+saude_producao	5544	
3	educacao+mobilidade+trabalho_empresa	5544	
3	educacao+mobilidade+transferencia_renda	5544	
3	fiscal_municipal+fundiario+mobilidade	5544	
3	fiscal_municipal+mobilidade+mortalidade	5544	
3	fiscal_municipal+mobilidade+politica	5544	
3	fiscal_municipal+mobilidade+saneamento_agua	5544	
3	fiscal_municipal+mobilidade+saude_producao	5544	
3	fiscal_municipal+mobilidade+trabalho_empresa	5544	
3	fiscal_municipal+mobilidade+transferencia_renda	5544	
3	fundiario+mobilidade+mortalidade	5544	
3	fundiario+mobilidade+politica	5544	
3	fundiario+mobilidade+saneamento_agua	5544	
3	fundiario+mobilidade+saude_producao	5544	
3	fundiario+mobilidade+trabalho_empresa	5544	
3	fundiario+mobilidade+transferencia_renda	5544	
3	mobilidade+mortalidade+politica	5544	
3	mobilidade+mortalidade+saneamento_agua	5544	
3	mobilidade+mortalidade+saude_producao	5544	
3	mobilidade+mortalidade+trabalho_empresa	5544	
3	mobilidade+mortalidade+transferencia_renda	5544	
3	mobilidade+politica+saneamento_agua	5544	
3	mobilidade+politica+saude_producao	5544	
3	mobilidade+politica+trabalho_empresa	5544	
3	mobilidade+politica+transferencia_renda	5544	
3	mobilidade+saneamento_agua+saude_producao	5544	
3	mobilidade+saneamento_agua+trabalho_empresa	5544	
3	mobilidade+saneamento_agua+transferencia_renda	5544	
3	mobilidade+saude_producao+trabalho_empresa	5544	
3	mobilidade+saude_producao+transferencia_renda	5544	
3	mobilidade+trabalho_empresa+transferencia_renda	5544	
3	agropecuaria+conectividade+credito_financeiro	5522	
3	agropecuaria+credito_financeiro+demografia_censo	5522	
3	agropecuaria+credito_financeiro+desmatamento_clima	5522	P78-5
3	agropecuaria+credito_financeiro+educacao	5522	
3	agropecuaria+credito_financeiro+fiscal_municipal	5522	
3	agropecuaria+credito_financeiro+fundiario	5522	P17-1
3	agropecuaria+credito_financeiro+mobilidade	5522	
3	agropecuaria+credito_financeiro+mortalidade	5522	
3	agropecuaria+credito_financeiro+politica	5522	
3	agropecuaria+credito_financeiro+saneamento_agua	5522	
3	agropecuaria+credito_financeiro+saude_producao	5522	
3	agropecuaria+credito_financeiro+trabalho_empresa	5522	P07-1
3	agropecuaria+credito_financeiro+transferencia_renda	5522	HH46
3	conectividade+credito_financeiro+demografia_censo	5522	P57-2
3	conectividade+credito_financeiro+desmatamento_clima	5522	
3	conectividade+credito_financeiro+educacao	5522	
3	conectividade+credito_financeiro+fiscal_municipal	5522	
3	conectividade+credito_financeiro+fundiario	5522	
3	conectividade+credito_financeiro+mobilidade	5522	
3	conectividade+credito_financeiro+mortalidade	5522	
3	conectividade+credito_financeiro+politica	5522	
3	conectividade+credito_financeiro+saneamento_agua	5522	
3	conectividade+credito_financeiro+saude_producao	5522	
3	conectividade+credito_financeiro+trabalho_empresa	5522	P66-1
3	conectividade+credito_financeiro+transferencia_renda	5522	
3	credito_financeiro+demografia_censo+desmatamento_clima	5522	H?
3	credito_financeiro+demografia_censo+educacao	5522	
3	credito_financeiro+demografia_censo+fiscal_municipal	5522	
3	credito_financeiro+demografia_censo+fundiario	5522	H?
3	credito_financeiro+demografia_censo+mobilidade	5522	
3	credito_financeiro+demografia_censo+mortalidade	5522	
3	credito_financeiro+demografia_censo+politica	5522	
3	credito_financeiro+demografia_censo+saneamento_agua	5522	
3	credito_financeiro+demografia_censo+saude_producao	5522	H?
3	credito_financeiro+demografia_censo+trabalho_empresa	5522	P07-2
3	credito_financeiro+demografia_censo+transferencia_renda	5522	P66-3
3	credito_financeiro+desmatamento_clima+educacao	5522	
3	credito_financeiro+desmatamento_clima+fiscal_municipal	5522	
3	credito_financeiro+desmatamento_clima+fundiario	5522	P07-5
3	credito_financeiro+desmatamento_clima+mobilidade	5522	
3	credito_financeiro+desmatamento_clima+mortalidade	5522	
3	credito_financeiro+desmatamento_clima+politica	5522	
3	credito_financeiro+desmatamento_clima+saneamento_agua	5522	
3	credito_financeiro+desmatamento_clima+saude_producao	5522	H?
3	credito_financeiro+desmatamento_clima+trabalho_empresa	5522	P60-3
3	credito_financeiro+desmatamento_clima+transferencia_renda	5522	
3	credito_financeiro+educacao+fiscal_municipal	5522	
3	credito_financeiro+educacao+fundiario	5522	
3	credito_financeiro+educacao+mobilidade	5522	
3	credito_financeiro+educacao+mortalidade	5522	
3	credito_financeiro+educacao+politica	5522	
3	credito_financeiro+educacao+saneamento_agua	5522	
3	credito_financeiro+educacao+saude_producao	5522	
3	credito_financeiro+educacao+trabalho_empresa	5522	AE2
3	credito_financeiro+educacao+transferencia_renda	5522	AE2
3	credito_financeiro+fiscal_municipal+fundiario	5522	
3	credito_financeiro+fiscal_municipal+mobilidade	5522	
3	credito_financeiro+fiscal_municipal+mortalidade	5522	
3	credito_financeiro+fiscal_municipal+politica	5522	
3	credito_financeiro+fiscal_municipal+saneamento_agua	5522	
3	credito_financeiro+fiscal_municipal+saude_producao	5522	
3	credito_financeiro+fiscal_municipal+trabalho_empresa	5522	
3	credito_financeiro+fiscal_municipal+transferencia_renda	5522	P25-2
3	credito_financeiro+fundiario+mobilidade	5522	
3	credito_financeiro+fundiario+mortalidade	5522	
3	credito_financeiro+fundiario+politica	5522	
3	credito_financeiro+fundiario+saneamento_agua	5522	
3	credito_financeiro+fundiario+saude_producao	5522	H?
3	credito_financeiro+fundiario+trabalho_empresa	5522	P07-3
3	credito_financeiro+fundiario+transferencia_renda	5522	
3	credito_financeiro+mobilidade+mortalidade	5522	
3	credito_financeiro+mobilidade+politica	5522	
3	credito_financeiro+mobilidade+saneamento_agua	5522	
3	credito_financeiro+mobilidade+saude_producao	5522	
3	credito_financeiro+mobilidade+trabalho_empresa	5522	
3	credito_financeiro+mobilidade+transferencia_renda	5522	
3	credito_financeiro+mortalidade+politica	5522	
3	credito_financeiro+mortalidade+saneamento_agua	5522	
3	credito_financeiro+mortalidade+saude_producao	5522	
3	credito_financeiro+mortalidade+trabalho_empresa	5522	
3	credito_financeiro+mortalidade+transferencia_renda	5522	
3	credito_financeiro+politica+saneamento_agua	5522	
3	credito_financeiro+politica+saude_producao	5522	
3	credito_financeiro+politica+trabalho_empresa	5522	
3	credito_financeiro+politica+transferencia_renda	5522	
3	credito_financeiro+saneamento_agua+saude_producao	5522	
3	credito_financeiro+saneamento_agua+trabalho_empresa	5522	
3	credito_financeiro+saneamento_agua+transferencia_renda	5522	
3	credito_financeiro+saude_producao+trabalho_empresa	5522	
3	credito_financeiro+saude_producao+transferencia_renda	5522	
3	credito_financeiro+trabalho_empresa+transferencia_renda	5522	P57-3
3	agropecuaria+conectividade+vigilancia_sinan	5487	
3	agropecuaria+credito_financeiro+vigilancia_sinan	5487	
3	agropecuaria+demografia_censo+vigilancia_sinan	5487	
3	agropecuaria+desmatamento_clima+vigilancia_sinan	5487	
3	agropecuaria+educacao+vigilancia_sinan	5487	
3	agropecuaria+fiscal_municipal+vigilancia_sinan	5487	
3	agropecuaria+fundiario+vigilancia_sinan	5487	
3	agropecuaria+mobilidade+vigilancia_sinan	5487	
3	agropecuaria+mortalidade+vigilancia_sinan	5487	
3	agropecuaria+politica+vigilancia_sinan	5487	
3	agropecuaria+saneamento_agua+vigilancia_sinan	5487	
3	agropecuaria+saude_producao+vigilancia_sinan	5487	
3	agropecuaria+trabalho_empresa+vigilancia_sinan	5487	
3	agropecuaria+transferencia_renda+vigilancia_sinan	5487	
3	conectividade+credito_financeiro+vigilancia_sinan	5487	
3	conectividade+demografia_censo+vigilancia_sinan	5487	
3	conectividade+desmatamento_clima+vigilancia_sinan	5487	
3	conectividade+educacao+vigilancia_sinan	5487	
3	conectividade+fiscal_municipal+vigilancia_sinan	5487	
3	conectividade+fundiario+vigilancia_sinan	5487	
3	conectividade+mobilidade+vigilancia_sinan	5487	
3	conectividade+mortalidade+vigilancia_sinan	5487	
3	conectividade+politica+vigilancia_sinan	5487	
3	conectividade+saneamento_agua+vigilancia_sinan	5487	
3	conectividade+saude_producao+vigilancia_sinan	5487	P80-3
3	conectividade+trabalho_empresa+vigilancia_sinan	5487	
3	conectividade+transferencia_renda+vigilancia_sinan	5487	
3	credito_financeiro+demografia_censo+vigilancia_sinan	5487	P69-4
3	credito_financeiro+desmatamento_clima+vigilancia_sinan	5487	
3	credito_financeiro+educacao+vigilancia_sinan	5487	
3	credito_financeiro+fiscal_municipal+vigilancia_sinan	5487	
3	credito_financeiro+fundiario+vigilancia_sinan	5487	
3	credito_financeiro+mobilidade+vigilancia_sinan	5487	
3	credito_financeiro+mortalidade+vigilancia_sinan	5487	
3	credito_financeiro+politica+vigilancia_sinan	5487	
3	credito_financeiro+saneamento_agua+vigilancia_sinan	5487	
3	credito_financeiro+saude_producao+vigilancia_sinan	5487	
3	credito_financeiro+trabalho_empresa+vigilancia_sinan	5487	
3	credito_financeiro+transferencia_renda+vigilancia_sinan	5487	
3	demografia_censo+desmatamento_clima+vigilancia_sinan	5487	
3	demografia_censo+educacao+vigilancia_sinan	5487	P28-5
3	demografia_censo+fiscal_municipal+vigilancia_sinan	5487	
3	demografia_censo+fundiario+vigilancia_sinan	5487	
3	demografia_censo+mobilidade+vigilancia_sinan	5487	
3	demografia_censo+mortalidade+vigilancia_sinan	5487	P23-3
3	demografia_censo+politica+vigilancia_sinan	5487	
3	demografia_censo+saneamento_agua+vigilancia_sinan	5487	
3	demografia_censo+saude_producao+vigilancia_sinan	5487	P71-3
3	demografia_censo+trabalho_empresa+vigilancia_sinan	5487	P09-1
3	demografia_censo+transferencia_renda+vigilancia_sinan	5487	P71-3
3	desmatamento_clima+educacao+vigilancia_sinan	5487	
3	desmatamento_clima+fiscal_municipal+vigilancia_sinan	5487	
3	desmatamento_clima+fundiario+vigilancia_sinan	5487	
3	desmatamento_clima+mobilidade+vigilancia_sinan	5487	
3	desmatamento_clima+mortalidade+vigilancia_sinan	5487	
3	desmatamento_clima+politica+vigilancia_sinan	5487	
3	desmatamento_clima+saneamento_agua+vigilancia_sinan	5487	
3	desmatamento_clima+saude_producao+vigilancia_sinan	5487	
3	desmatamento_clima+trabalho_empresa+vigilancia_sinan	5487	
3	desmatamento_clima+transferencia_renda+vigilancia_sinan	5487	
3	educacao+fiscal_municipal+vigilancia_sinan	5487	
3	educacao+fundiario+vigilancia_sinan	5487	
3	educacao+mobilidade+vigilancia_sinan	5487	
3	educacao+mortalidade+vigilancia_sinan	5487	
3	educacao+politica+vigilancia_sinan	5487	
3	educacao+saneamento_agua+vigilancia_sinan	5487	
3	educacao+saude_producao+vigilancia_sinan	5487	
3	educacao+trabalho_empresa+vigilancia_sinan	5487	
3	educacao+transferencia_renda+vigilancia_sinan	5487	
3	fiscal_municipal+fundiario+vigilancia_sinan	5487	
3	fiscal_municipal+mobilidade+vigilancia_sinan	5487	
3	fiscal_municipal+mortalidade+vigilancia_sinan	5487	
3	fiscal_municipal+politica+vigilancia_sinan	5487	
3	fiscal_municipal+saneamento_agua+vigilancia_sinan	5487	
3	fiscal_municipal+saude_producao+vigilancia_sinan	5487	
3	fiscal_municipal+trabalho_empresa+vigilancia_sinan	5487	
3	fiscal_municipal+transferencia_renda+vigilancia_sinan	5487	
3	fundiario+mobilidade+vigilancia_sinan	5487	
3	fundiario+mortalidade+vigilancia_sinan	5487	
3	fundiario+politica+vigilancia_sinan	5487	
3	fundiario+saneamento_agua+vigilancia_sinan	5487	
3	fundiario+saude_producao+vigilancia_sinan	5487	
3	fundiario+trabalho_empresa+vigilancia_sinan	5487	
3	fundiario+transferencia_renda+vigilancia_sinan	5487	
3	mobilidade+mortalidade+vigilancia_sinan	5487	
3	mobilidade+politica+vigilancia_sinan	5487	
3	mobilidade+saneamento_agua+vigilancia_sinan	5487	
3	mobilidade+saude_producao+vigilancia_sinan	5487	
3	mobilidade+trabalho_empresa+vigilancia_sinan	5487	
3	mobilidade+transferencia_renda+vigilancia_sinan	5487	
3	mortalidade+politica+vigilancia_sinan	5487	
3	mortalidade+saneamento_agua+vigilancia_sinan	5487	
3	mortalidade+saude_producao+vigilancia_sinan	5487	P23-2
3	mortalidade+trabalho_empresa+vigilancia_sinan	5487	AC3
3	mortalidade+transferencia_renda+vigilancia_sinan	5487	
3	politica+saneamento_agua+vigilancia_sinan	5487	
3	politica+saude_producao+vigilancia_sinan	5487	
3	politica+trabalho_empresa+vigilancia_sinan	5487	
3	politica+transferencia_renda+vigilancia_sinan	5487	
3	saneamento_agua+saude_producao+vigilancia_sinan	5487	
3	saneamento_agua+trabalho_empresa+vigilancia_sinan	5487	P71-4
3	saneamento_agua+transferencia_renda+vigilancia_sinan	5487	
3	saude_producao+trabalho_empresa+vigilancia_sinan	5487	
3	saude_producao+transferencia_renda+vigilancia_sinan	5487	P71-3
3	trabalho_empresa+transferencia_renda+vigilancia_sinan	5487	
3	agropecuaria+conectividade+fiscalizacao_ambiental	5475	
3	agropecuaria+credito_financeiro+fiscalizacao_ambiental	5475	P66-5
3	agropecuaria+demografia_censo+fiscalizacao_ambiental	5475	
3	agropecuaria+desmatamento_clima+fiscalizacao_ambiental	5475	
3	agropecuaria+educacao+fiscalizacao_ambiental	5475	
3	agropecuaria+fiscal_municipal+fiscalizacao_ambiental	5475	
3	agropecuaria+fiscalizacao_ambiental+fundiario	5475	
3	agropecuaria+fiscalizacao_ambiental+mobilidade	5475	
3	agropecuaria+fiscalizacao_ambiental+mortalidade	5475	
3	agropecuaria+fiscalizacao_ambiental+politica	5475	
3	agropecuaria+fiscalizacao_ambiental+saneamento_agua	5475	
3	agropecuaria+fiscalizacao_ambiental+saude_producao	5475	
3	agropecuaria+fiscalizacao_ambiental+trabalho_empresa	5475	
3	agropecuaria+fiscalizacao_ambiental+transferencia_renda	5475	
3	agropecuaria+fiscalizacao_ambiental+vigilancia_sinan	5475	
3	conectividade+credito_financeiro+fiscalizacao_ambiental	5475	
3	conectividade+demografia_censo+fiscalizacao_ambiental	5475	
3	conectividade+desmatamento_clima+fiscalizacao_ambiental	5475	
3	conectividade+educacao+fiscalizacao_ambiental	5475	
3	conectividade+fiscal_municipal+fiscalizacao_ambiental	5475	
3	conectividade+fiscalizacao_ambiental+fundiario	5475	
3	conectividade+fiscalizacao_ambiental+mobilidade	5475	
3	conectividade+fiscalizacao_ambiental+mortalidade	5475	
3	conectividade+fiscalizacao_ambiental+politica	5475	
3	conectividade+fiscalizacao_ambiental+saneamento_agua	5475	
3	conectividade+fiscalizacao_ambiental+saude_producao	5475	
3	conectividade+fiscalizacao_ambiental+trabalho_empresa	5475	
3	conectividade+fiscalizacao_ambiental+transferencia_renda	5475	
3	conectividade+fiscalizacao_ambiental+vigilancia_sinan	5475	
3	credito_financeiro+demografia_censo+fiscalizacao_ambiental	5475	P72-4
3	credito_financeiro+desmatamento_clima+fiscalizacao_ambiental	5475	H?
3	credito_financeiro+educacao+fiscalizacao_ambiental	5475	
3	credito_financeiro+fiscal_municipal+fiscalizacao_ambiental	5475	
3	credito_financeiro+fiscalizacao_ambiental+fundiario	5475	H?
3	credito_financeiro+fiscalizacao_ambiental+mobilidade	5475	
3	credito_financeiro+fiscalizacao_ambiental+mortalidade	5475	
3	credito_financeiro+fiscalizacao_ambiental+politica	5475	
3	credito_financeiro+fiscalizacao_ambiental+saneamento_agua	5475	
3	credito_financeiro+fiscalizacao_ambiental+saude_producao	5475	H?
3	credito_financeiro+fiscalizacao_ambiental+trabalho_empresa	5475	
3	credito_financeiro+fiscalizacao_ambiental+transferencia_renda	5475	
3	credito_financeiro+fiscalizacao_ambiental+vigilancia_sinan	5475	
3	demografia_censo+desmatamento_clima+fiscalizacao_ambiental	5475	P72-1
3	demografia_censo+educacao+fiscalizacao_ambiental	5475	
3	demografia_censo+fiscal_municipal+fiscalizacao_ambiental	5475	
3	demografia_censo+fiscalizacao_ambiental+fundiario	5475	H?
3	demografia_censo+fiscalizacao_ambiental+mobilidade	5475	
3	demografia_censo+fiscalizacao_ambiental+mortalidade	5475	
3	demografia_censo+fiscalizacao_ambiental+politica	5475	
3	demografia_censo+fiscalizacao_ambiental+saneamento_agua	5475	
3	demografia_censo+fiscalizacao_ambiental+saude_producao	5475	H?
3	demografia_censo+fiscalizacao_ambiental+trabalho_empresa	5475	
3	demografia_censo+fiscalizacao_ambiental+transferencia_renda	5475	
3	demografia_censo+fiscalizacao_ambiental+vigilancia_sinan	5475	
3	desmatamento_clima+educacao+fiscalizacao_ambiental	5475	
3	desmatamento_clima+fiscal_municipal+fiscalizacao_ambiental	5475	
3	desmatamento_clima+fiscalizacao_ambiental+fundiario	5475	P59-2
3	desmatamento_clima+fiscalizacao_ambiental+mobilidade	5475	
3	desmatamento_clima+fiscalizacao_ambiental+mortalidade	5475	
3	desmatamento_clima+fiscalizacao_ambiental+politica	5475	
3	desmatamento_clima+fiscalizacao_ambiental+saneamento_agua	5475	
3	desmatamento_clima+fiscalizacao_ambiental+saude_producao	5475	H?
3	desmatamento_clima+fiscalizacao_ambiental+trabalho_empresa	5475	P59-3
3	desmatamento_clima+fiscalizacao_ambiental+transferencia_renda	5475	
3	desmatamento_clima+fiscalizacao_ambiental+vigilancia_sinan	5475	
3	educacao+fiscal_municipal+fiscalizacao_ambiental	5475	
3	educacao+fiscalizacao_ambiental+fundiario	5475	
3	educacao+fiscalizacao_ambiental+mobilidade	5475	
3	educacao+fiscalizacao_ambiental+mortalidade	5475	
3	educacao+fiscalizacao_ambiental+politica	5475	
3	educacao+fiscalizacao_ambiental+saneamento_agua	5475	
3	educacao+fiscalizacao_ambiental+saude_producao	5475	
3	educacao+fiscalizacao_ambiental+trabalho_empresa	5475	
3	educacao+fiscalizacao_ambiental+transferencia_renda	5475	
3	educacao+fiscalizacao_ambiental+vigilancia_sinan	5475	
3	fiscal_municipal+fiscalizacao_ambiental+fundiario	5475	
3	fiscal_municipal+fiscalizacao_ambiental+mobilidade	5475	
3	fiscal_municipal+fiscalizacao_ambiental+mortalidade	5475	
3	fiscal_municipal+fiscalizacao_ambiental+politica	5475	
3	fiscal_municipal+fiscalizacao_ambiental+saneamento_agua	5475	
3	fiscal_municipal+fiscalizacao_ambiental+saude_producao	5475	
3	fiscal_municipal+fiscalizacao_ambiental+trabalho_empresa	5475	
3	fiscal_municipal+fiscalizacao_ambiental+transferencia_renda	5475	
3	fiscal_municipal+fiscalizacao_ambiental+vigilancia_sinan	5475	
3	fiscalizacao_ambiental+fundiario+mobilidade	5475	
3	fiscalizacao_ambiental+fundiario+mortalidade	5475	
3	fiscalizacao_ambiental+fundiario+politica	5475	
3	fiscalizacao_ambiental+fundiario+saneamento_agua	5475	
3	fiscalizacao_ambiental+fundiario+saude_producao	5475	H?
3	fiscalizacao_ambiental+fundiario+trabalho_empresa	5475	
3	fiscalizacao_ambiental+fundiario+transferencia_renda	5475	
3	fiscalizacao_ambiental+fundiario+vigilancia_sinan	5475	
3	fiscalizacao_ambiental+mobilidade+mortalidade	5475	
3	fiscalizacao_ambiental+mobilidade+politica	5475	
3	fiscalizacao_ambiental+mobilidade+saneamento_agua	5475	
